event_id,timestamp,client_age,client_income,client_family,client_education,client_experience,client_securities_account,client_cd_account,client_online,client_credit_card,passed_suitability,suitability_block_reason,arm_shown,offer_shown,decision_type,converted,immediate_reward,delayed_reward_available
2767,2024-05-18T20:30:00,42,131,1,1,18,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2768,2024-05-18T11:55:00,48,32,1,1,23,0,0,0,1,True,,0,no_offer,exploration,0,0.0,False
2769,2024-05-18T16:12:00,36,101,3,3,11,1,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2770,2024-05-18T18:14:00,32,42,1,2,8,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2771,2024-05-18T19:36:00,51,69,3,2,26,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2772,2024-05-18T14:18:00,46,51,4,3,21,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2773,2024-05-18T17:51:00,59,58,1,2,35,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2774,2024-05-18T21:27:00,28,70,4,1,3,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2775,2024-05-18T08:17:00,48,133,2,2,22,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2776,2024-05-18T08:41:00,35,52,2,2,8,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2777,2024-05-18T10:16:00,35,24,4,2,11,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2778,2024-05-18T19:32:00,32,128,2,1,8,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2779,2024-05-18T19:48:00,63,49,1,1,39,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2780,2024-05-18T15:02:00,65,121,2,1,41,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2781,2024-05-19T18:48:00,33,39,2,3,7,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2782,2024-05-19T11:35:00,39,59,4,3,13,1,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2783,2024-05-19T12:53:00,24,44,4,1,0,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2784,2024-05-19T14:45:00,66,35,1,2,42,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2785,2024-05-19T21:35:00,49,109,2,1,25,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2786,2024-05-19T15:53:00,42,54,1,1,18,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2787,2024-05-19T17:53:00,41,119,2,1,17,1,0,1,0,True,,1,banner_loan_standard,exploitation,1,1.0,False
2788,2024-05-19T17:07:00,48,78,4,3,23,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2789,2024-05-19T20:38:00,55,54,2,3,29,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2790,2024-05-19T14:40:00,42,49,3,3,18,1,0,1,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2791,2024-05-19T21:06:00,52,33,2,2,27,0,0,0,1,True,,1,banner_loan_standard,exploitation,1,1.0,False
2792,2024-05-19T11:02:00,26,35,2,2,1,0,0,0,1,True,,1,banner_loan_standard,exploitation,1,1.0,False
2793,2024-05-19T18:01:00,59,121,1,1,35,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2794,2024-05-19T21:43:00,32,25,3,1,6,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2795,2024-05-19T21:48:00,46,74,3,1,22,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2796,2024-05-19T20:13:00,30,35,4,1,4,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2797,2024-05-19T15:33:00,63,153,1,1,38,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2798,2024-05-19T19:25:00,46,83,3,1,22,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2799,2024-05-19T15:01:00,32,79,2,3,6,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2800,2024-05-19T17:08:00,53,19,4,1,28,0,0,0,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2801,2024-05-20T08:47:00,41,25,2,2,16,1,0,0,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2802,2024-05-20T19:01:00,45,83,2,2,19,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2803,2024-05-20T11:19:00,28,114,2,1,4,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2804,2024-05-20T18:45:00,61,152,3,3,35,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2805,2024-05-20T10:54:00,36,9,4,3,11,0,0,0,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2806,2024-05-20T19:39:00,58,53,4,1,33,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2807,2024-05-20T10:33:00,40,44,1,1,16,1,0,1,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2808,2024-05-20T19:45:00,29,10,4,1,3,0,0,1,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2809,2024-05-20T13:12:00,49,81,2,3,23,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2810,2024-05-20T19:51:00,57,74,4,1,32,0,0,0,1,True,,1,banner_loan_standard,exploitation,1,1.0,False
2811,2024-05-20T10:39:00,64,32,2,1,38,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2812,2024-05-20T14:31:00,63,103,1,1,38,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2813,2024-05-20T10:05:00,56,158,3,3,32,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2814,2024-05-20T11:26:00,45,83,2,2,19,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2815,2024-05-20T12:42:00,33,182,1,1,8,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2816,2024-05-20T18:04:00,52,93,4,2,27,0,0,0,1,True,,0,no_offer,exploration,0,0.0,False
2817,2024-05-20T18:14:00,38,129,4,3,13,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2818,2024-05-20T10:57:00,49,80,1,1,24,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2819,2024-05-20T16:14:00,49,25,4,1,25,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2820,2024-05-20T10:28:00,35,68,4,3,5,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2821,2024-05-21T13:16:00,64,50,4,3,34,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2822,2024-05-21T17:20:00,29,121,2,1,3,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2823,2024-05-21T15:20:00,54,69,3,3,24,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2824,2024-05-21T16:10:00,62,42,1,3,36,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2825,2024-05-21T13:07:00,32,84,4,2,6,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2826,2024-05-21T17:23:00,59,24,2,3,34,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2827,2024-05-21T20:34:00,57,25,2,2,31,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2828,2024-05-21T17:11:00,47,61,3,2,22,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2829,2024-05-21T21:33:00,32,61,3,1,7,0,0,1,1,True,,0,no_offer,exploration,0,0.0,False
2830,2024-05-21T10:30:00,50,115,1,3,26,0,0,0,1,True,,1,banner_loan_standard,exploration,1,1.0,False
2831,2024-05-21T10:00:00,40,179,1,3,14,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2832,2024-05-21T19:38:00,36,40,2,2,9,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2833,2024-05-21T17:20:00,37,59,1,3,13,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2834,2024-05-21T13:56:00,34,49,1,3,9,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2835,2024-05-21T11:17:00,54,31,2,3,28,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2836,2024-05-21T12:18:00,49,30,4,1,25,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2837,2024-05-21T09:05:00,41,42,4,2,17,1,0,1,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2838,2024-05-21T15:50:00,54,43,3,2,27,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2839,2024-05-21T18:56:00,51,148,1,1,25,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2840,2024-05-21T15:57:00,60,145,4,1,36,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2841,2024-05-22T18:59:00,41,80,1,1,17,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2842,2024-05-22T11:47:00,39,59,3,3,13,1,0,1,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2843,2024-05-22T17:11:00,34,92,2,1,10,1,1,0,1,True,,0,no_offer,exploration,0,0.0,False
2844,2024-05-22T20:13:00,34,41,1,1,9,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2845,2024-05-22T13:49:00,43,70,3,1,19,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2846,2024-05-22T12:21:00,49,125,1,1,23,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2847,2024-05-22T14:19:00,33,53,1,1,9,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2848,2024-05-22T08:25:00,34,43,1,1,10,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2849,2024-05-22T13:37:00,57,15,2,3,32,0,0,0,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2850,2024-05-22T13:43:00,62,44,2,3,36,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2851,2024-05-22T21:57:00,43,28,3,1,19,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2852,2024-05-22T13:16:00,36,55,1,1,10,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2853,2024-05-22T10:49:00,55,81,3,1,31,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2854,2024-05-22T13:23:00,50,18,1,2,23,0,0,1,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2855,2024-05-22T10:09:00,53,174,1,2,27,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2856,2024-05-22T15:07:00,34,41,4,1,8,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2857,2024-05-22T12:55:00,56,51,4,1,32,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2858,2024-05-22T13:20:00,63,40,4,2,39,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2859,2024-05-22T16:38:00,34,78,3,2,9,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2860,2024-05-22T15:32:00,31,18,1,3,7,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2861,2024-05-23T18:17:00,51,43,1,2,26,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2862,2024-05-23T15:27:00,58,65,3,1,32,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2863,2024-05-23T16:51:00,51,21,4,3,25,0,0,1,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2864,2024-05-23T19:47:00,38,69,3,2,11,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2865,2024-05-23T17:26:00,53,14,2,2,26,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2866,2024-05-23T17:45:00,58,84,4,2,34,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2867,2024-05-23T16:51:00,57,31,3,2,32,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2868,2024-05-23T16:10:00,45,42,2,1,21,1,0,1,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2869,2024-05-23T14:33:00,63,40,4,3,33,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2870,2024-05-23T14:28:00,62,103,2,1,36,1,1,1,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2871,2024-05-23T08:20:00,54,29,2,1,30,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2872,2024-05-23T09:17:00,54,29,1,2,29,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2873,2024-05-23T08:36:00,24,39,2,2,-1,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2874,2024-05-23T09:19:00,32,112,1,1,7,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2875,2024-05-23T10:50:00,62,129,1,1,37,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2876,2024-05-23T21:23:00,67,79,4,2,43,0,1,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2877,2024-05-23T15:29:00,52,28,1,3,26,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2878,2024-05-23T19:52:00,54,72,2,1,29,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2879,2024-05-23T17:22:00,56,25,3,2,31,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2880,2024-05-23T17:25:00,49,75,1,2,23,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2881,2024-05-24T11:32:00,42,78,1,3,17,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2882,2024-05-24T11:41:00,31,184,4,2,5,0,1,1,1,True,,1,banner_loan_standard,exploitation,1,1.0,False
2883,2024-05-24T10:17:00,49,25,2,3,24,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2884,2024-05-24T12:29:00,47,65,3,2,22,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2885,2024-05-24T10:57:00,51,71,1,3,25,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2886,2024-05-24T14:58:00,35,29,4,3,10,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2887,2024-05-24T13:15:00,32,13,4,1,6,0,0,1,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2888,2024-05-24T08:11:00,50,94,1,1,24,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2889,2024-05-24T15:17:00,39,59,4,3,13,1,0,0,1,True,,1,banner_loan_standard,exploitation,1,1.0,False
2890,2024-05-24T21:53:00,65,55,4,3,35,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2891,2024-05-24T17:39:00,43,44,1,1,17,1,1,1,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2892,2024-05-24T18:57:00,58,111,2,1,32,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2893,2024-05-24T17:11:00,49,23,2,2,22,0,0,1,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2894,2024-05-24T09:10:00,37,63,3,1,12,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2895,2024-05-24T12:21:00,29,41,1,3,3,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2896,2024-05-24T19:01:00,61,155,1,1,37,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2897,2024-05-24T12:06:00,33,92,3,1,7,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2898,2024-05-24T17:25:00,46,89,4,2,22,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2899,2024-05-24T15:11:00,41,38,3,2,14,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2900,2024-05-24T16:31:00,47,110,2,1,23,0,0,1,1,True,,1,banner_loan_standard,exploration,0,-0.01,False
2901,2024-05-25T12:12:00,26,49,3,2,0,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2902,2024-05-25T12:10:00,28,121,2,1,2,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2903,2024-05-25T12:45:00,32,35,3,1,7,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2904,2024-05-25T14:39:00,28,103,2,1,4,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2905,2024-05-25T19:31:00,41,140,1,1,17,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2906,2024-05-25T10:14:00,61,53,1,2,35,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2907,2024-05-25T13:00:00,31,72,4,2,5,0,0,1,1,True,,0,no_offer,exploration,0,0.0,False
2908,2024-05-25T11:10:00,51,93,1,1,25,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2909,2024-05-25T19:25:00,25,30,2,2,0,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2910,2024-05-25T20:36:00,27,134,1,2,1,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2911,2024-05-25T14:28:00,65,79,3,3,41,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2912,2024-05-25T12:47:00,61,131,1,1,36,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2913,2024-05-25T14:39:00,45,85,4,2,20,1,0,1,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2914,2024-05-25T20:22:00,62,63,1,1,36,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2915,2024-05-25T11:39:00,41,104,1,3,16,0,1,1,1,True,,1,banner_loan_standard,exploitation,1,1.0,False
2916,2024-05-25T12:41:00,42,39,1,3,18,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2917,2024-05-25T08:27:00,50,84,1,3,25,1,0,1,0,True,,1,banner_loan_standard,exploration,0,-0.01,False
2918,2024-05-25T11:53:00,47,81,4,3,22,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2919,2024-05-25T09:45:00,56,38,3,3,26,1,0,1,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2920,2024-05-25T09:12:00,30,68,4,2,3,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2921,2024-05-26T14:41:00,50,82,1,3,25,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2922,2024-05-26T20:47:00,48,152,1,1,22,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2923,2024-05-26T17:13:00,57,22,3,2,32,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2924,2024-05-26T08:06:00,48,74,1,3,22,1,0,0,0,True,,1,banner_loan_standard,exploration,0,-0.01,False
2925,2024-05-26T10:09:00,26,85,2,3,0,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2926,2024-05-26T18:56:00,36,91,1,3,10,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2927,2024-05-26T13:14:00,62,123,1,1,38,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2928,2024-05-26T12:28:00,30,11,1,2,4,0,0,1,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2929,2024-05-26T10:53:00,54,79,3,3,29,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2930,2024-05-26T10:09:00,50,112,1,1,25,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2931,2024-05-26T19:53:00,29,81,1,3,3,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2932,2024-05-26T15:35:00,31,84,1,3,5,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2933,2024-05-26T16:22:00,53,10,2,1,29,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2934,2024-05-26T19:33:00,54,22,2,1,30,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2935,2024-05-26T11:36:00,56,50,3,3,26,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2936,2024-05-26T10:08:00,62,183,2,3,36,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2937,2024-05-26T20:52:00,52,178,1,1,26,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2938,2024-05-26T09:42:00,52,44,4,2,28,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2939,2024-05-26T14:33:00,42,131,1,1,18,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2940,2024-05-26T16:13:00,57,113,1,3,32,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2941,2024-05-27T11:28:00,44,199,2,1,20,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2942,2024-05-27T16:44:00,59,34,2,1,33,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2943,2024-05-27T09:14:00,54,81,1,3,29,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2944,2024-05-27T19:41:00,49,22,1,3,23,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2945,2024-05-27T09:41:00,39,88,4,2,13,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2946,2024-05-27T08:47:00,64,95,2,3,40,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2947,2024-05-27T18:26:00,45,89,4,3,20,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2948,2024-05-27T13:38:00,33,139,1,3,7,0,1,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2949,2024-05-27T17:48:00,46,9,2,3,21,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2950,2024-05-27T21:37:00,39,24,1,1,15,0,0,1,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2951,2024-05-27T18:08:00,35,160,4,3,11,1,0,0,0,True,,1,banner_loan_standard,exploitation,1,1.0,False
2952,2024-05-27T08:23:00,54,53,1,3,28,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2953,2024-05-27T15:54:00,58,19,4,3,32,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2954,2024-05-27T21:30:00,51,32,2,3,25,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2955,2024-05-27T10:42:00,61,78,2,1,35,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2956,2024-05-27T09:54:00,62,39,2,1,36,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2957,2024-05-27T15:48:00,33,140,1,1,8,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2958,2024-05-27T19:25:00,30,51,1,1,5,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2959,2024-05-27T18:03:00,31,29,2,2,5,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2960,2024-05-27T21:43:00,49,109,1,1,24,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2961,2024-05-28T08:21:00,45,134,4,2,21,0,1,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2962,2024-05-28T09:56:00,58,11,2,1,34,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2963,2024-05-28T09:54:00,41,38,2,1,15,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2964,2024-05-28T19:48:00,29,49,4,3,3,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2965,2024-05-28T19:54:00,56,11,2,3,31,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2966,2024-05-28T12:55:00,59,111,1,1,35,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2967,2024-05-28T11:30:00,53,12,1,1,29,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2968,2024-05-28T19:30:00,41,143,2,3,17,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2969,2024-05-28T11:14:00,38,91,1,1,13,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2970,2024-05-28T12:14:00,34,82,2,3,8,1,1,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
2971,2024-05-28T08:49:00,36,179,3,1,10,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2972,2024-05-28T12:12:00,40,18,2,2,15,0,0,1,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2973,2024-05-28T10:29:00,62,44,1,3,37,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2974,2024-05-28T20:17:00,47,19,1,3,22,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
2975,2024-05-28T21:35:00,27,130,3,2,1,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
2976,2024-05-28T11:19:00,56,90,1,2,30,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
